x,y
130,82
57,197
132,27
190,174
191,78
177,1
95,196
180,14
136,13
44,66
134,41
53,133
34,52
65,133
99,69
150,182
85,80
124,14
197,128
54,196
96,189
3,156
152,1
96,28
17,94
56,117
184,157
183,72
142,163
71,18
12,194
4,67
32,165
76,135
60,4
178,44
4,133
91,178
123,96
145,182
31,167
121,132
168,187
119,50
8,33
115,184
80,64
63,15
183,160
146,22
173,59
137,16
130,81
53,148
59,146
143,89
73,142
123,45
89,135
131,172
126,81
121,83
66,87
21,198
180,145
189,46
59,168
182,29
4,121
41,56
2,118
17,116
181,15
118,131
149,56
130,83
82,127
184,61
162,27
119,49
178,105
131,116
121,185
100,82
126,113
1,133
5,3
147,144
122,145
139,128
168,60
4,106
158,153
175,50
50,104
80,160
43,70
161,102
164,138
39,38
20,67
55,80
42,64
36,12
4,165
155,179
166,145
67,17
90,198
179,11
165,46
22,22
117,151
167,56
34,152
65,9
78,1
197,82
15,142
130,130
187,78
157,24
126,93
191,181
60,187
55,133
91,191
90,130
17,140
73,63
133,75
144,88
175,103
194,155
152,174
173,50
17,189
141,198
17,181
112,179
23,182
194,11
77,27
78,6
60,80
47,80
91,69
34,145
171,98
165,184
115,139
44,8
116,198
6,62
115,42
164,118
76,49
116,169
64,112
37,30
46,191
152,161
72,72
157,141
175,23
2,35
48,110
174,3
19,63
42,59
74,199
23,107
195,138
174,139
95,197
23,114
90,188
76,59
85,187
153,189
89,149
17,174
138,140
188,62
0,14
82,143
10,129
2,72
143,60
156,82
1,176
84,124
171,192
55,49
180,151
192,164
190,153
89,181
20,156
17,91
170,180
16,108
41,105
67,4
72,180
145,171
142,47
87,136
64,162
124,27
191,123
80,18
22,74
51,197
159,194
113,177
171,198
71,15
187,114
145,73
1,165
189,146
172,19
156,45
38,63
163,165
111,133
15,16
63,26
9,74
159,9
193,200
196,160
100,107
156,101
60,44
61,163
108,61
180,44
116,201
108,59
85,28
199,41
62,2
53,158
88,133
32,1
7,3
69,122
56,62
127,86
111,131
3,124
127,136
120,70
83,126
37,46
150,56
151,190
129,83
27,177
146,130
64,72
26,66
18,49
2,179
78,153
132,51
187,149
21,145
88,187
73,147
105,34
127,138
130,177
177,89
132,75
117,40
35,144
175,104
142,62
50,93
43,158
41,65
179,196
169,125
10,0
156,12
195,98
141,85
24,76
31,174
65,163
101,106
63,131
89,56
177,151
160,137
57,91
83,91
154,68
149,28
48,188
110,21
71,82
109,36
27,25
89,1
144,39
155,130
86,85
151,195
169,2
57,24
81,146
27,171
112,116
167,160
52,126
137,0
50,167
102,133
57,178
132,132
108,2
118,145
199,33
29,87
99,103
52,130
124,184
182,196
38,190
159,138
177,0
8,99
67,28
50,102
113,59
11,181
160,17
73,25
177,18
193,169
170,20
100,10
91,140
22,161
5,174
27,142
161,60
187,55
84,189
132,113
6,163
81,20
62,45
168,83
80,56
134,163
46,26
120,152
198,68
17,14
182,117
58,24
132,154
198,143
196,42
170,172
50,142
154,105
9,53
14,121
22,189
90,124
72,39
134,45
39,39
57,140
6,35
21,123
62,181
49,157
64,193
189,19
154,140
197,11
33,184
176,192
183,133
90,126
40,189
8,123
69,142
66,57
12,199
143,112
114,24
127,172
83,100
73,0
23,73
189,12
169,187
101,167
58,92
146,185
115,125
127,128
95,89
199,179
127,31
186,115
133,98
192,171
110,183
16,149
5,133
196,148
95,111
1,140
118,48
115,194
179,174
175,198
191,143
13,182
5,49
83,32
120,81
193,125
89,60
79,92
38,29
78,138
17,158
132,63
77,3
177,120
105,92
29,84
5,52
137,34
4,38
75,128
150,67
159,51
53,6
135,13
64,52
180,140
110,118
195,153
29,2
139,73
145,74
79,47
13,89
2,27
99,128
6,38
102,136
184,77
166,123
64,19
130,2
87,190
83,27
130,175
185,94
125,164
183,198
30,46
171,179
62,67
188,33
174,41
178,0
129,63
61,21
199,160
179,105
137,77
133,76
13,41
90,31
189,106
97,166
4,132
134,177
22,156
198,187
116,87
116,6
176,126
18,166
31,42
115,27
192,24
113,159
123,46
36,58
126,91
161,9
126,80
57,1
101,71
144,52
138,169
161,154
153,50
48,177
62,52
78,39
154,44
94,13
82,122
34,68
98,136
134,168
146,115
123,84
8,117
110,136
56,182
75,14
163,12
107,172
186,163
49,57
182,172
44,196
100,44
137,145
172,29
58,89
122,190
72,163
185,119
89,27
191,110
145,54
189,45
136,191
19,86
153,179
1,184
141,14
149,48
11,128
1,193
157,147
174,180
64,149
186,23
158,130
36,66
194,25
70,94
120,67
151,36
45,162
67,55
80,87
105,52
26,95
164,53
77,17
152,176
72,165
116,112
75,1
24,81
128,149
72,32
173,63
80,187
122,194
120,127
183,2
136,145
141,71
102,109
66,2
26,77
173,191
79,35
129,6
89,173
199,73
18,40
188,178
17,201
173,121
51,38
47,167
176,13
149,155
45,110
44,3
165,165
184,154
31,8
139,138
178,74
173,62
49,58
16,125
16,143
184,30
145,9
168,32
193,57
62,75
147,77
126,108
195,94
52,195
67,16
41,177
126,15
68,121
28,139
103,10
38,157
55,130
187,140
110,180
159,106
39,128
72,173
54,82
14,126
0,168
177,105
187,115
148,71
140,71
188,8
115,141
186,137
111,171
90,71
159,171
132,148
66,84
38,21
30,194
34,114
68,89
7,4
21,9
137,65
164,90
55,185
108,163
199,12
161,142
116,119
48,29
69,93
164,187
38,194
78,127
148,103
129,130
18,80
98,171
104,109
79,159
21,21
150,37
112,40
182,54
153,69
92,61
3,7
55,120
177,57
8,172
115,195
85,86
158,147
72,14
34,171
21,90
43,197
52,181
74,52
80,6
143,163
180,40
99,39
139,158
19,107
138,41
76,7
161,4
176,123
181,13
90,161
9,194
145,132
175,11
99,71
29,133
65,42
121,64
185,29
192,94
10,90
66,158
132,173
151,151
156,171
34,72
25,35
73,17
139,38
51,16
61,39
73,159
179,134
98,156
113,174
66,53
173,173
37,122
140,190
45,193
35,196
55,149
170,146
157,4
88,71
143,171
175,199
120,173
93,67
162,71
160,140
56,176
132,50
176,80
98,154
59,129
139,119
67,75
161,199
192,18
43,131
136,22
16,135
190,32
91,138
36,143
78,47
66,156
147,158
25,149
49,155
27,137
150,173
127,7
133,57
188,66
60,65
125,158
159,119
3,148
45,82
27,65
44,101
152,47
78,73
161,164
127,150
60,60
163,52
159,190
13,69
157,130
21,196
115,138
59,116
15,189
63,105
61,74
10,53
5,76
144,31
107,62
108,69
186,85
140,81
40,2
18,91
102,134
35,154
54,150
11,88
179,57
81,71
67,183
129,81
73,144
11,62
73,61
18,71
186,197
53,125
148,52
151,103
82,84
1,16
33,15
111,87
16,109
56,27
82,187
69,177
141,65
22,183
137,121
166,59
14,43
46,100
160,160
105,198
76,37
104,1
193,113
140,196
29,95
75,72
85,188
158,26
26,193
133,70
171,96
11,187
20,158
147,147
83,175
185,7
83,71
111,66
67,23
196,165
120,21
3,3
179,89
101,190
121,30
3,142
79,171
6,70
91,35
20,119
122,84
74,45
61,186
84,55
154,72
75,188
72,119
80,23
53,13
78,184
130,148
122,51
135,56
174,150
91,88
87,85
91,85
199,132
20,64
138,14
168,184
42,27
155,80
124,162
149,167
147,160
141,2
158,194
30,67
181,158
103,106
3,171
182,195
27,160
60,91
160,66
5,184
140,58
23,90
148,38
178,30
45,105
124,183
185,148
177,117
33,129
61,194
189,129
7,163
131,65
9,48
133,153
4,191
88,42
5,192
159,112
25,199
135,161
15,117
71,86
73,172
26,40
13,149
166,1
161,169
176,25
29,82
121,138
72,61
51,185
4,8
128,8
141,19
168,111
72,97
154,16
130,149
60,124
66,23
176,59
16,45
163,166
88,41
71,8
59,175
184,0
19,137
85,72
127,68
112,84
40,31
160,156
92,145
49,173
175,85
141,7
30,76
123,97
102,119
142,161
46,147
2,11
33,187
179,79
127,194
131,173
54,134
9,142
133,185
199,47
3,104
100,153
197,101
134,2
18,5
190,5
1,144
126,196
189,2
129,201
6,91
147,140
155,189
111,198
94,196
50,145
23,175
195,202
107,130
16,7
90,83
122,147
93,11
84,119
196,189
73,164
80,4
20,47
57,68
31,194
197,198
178,49
32,20
171,32
175,168
170,187
159,125
23,143
151,5
185,182
13,5
189,62
3,183
126,135
153,0
78,31
0,175
139,125
171,110
128,136
74,133
27,168
55,195
171,10
105,167
23,136
194,168
178,114
61,128
195,180
118,132
29,19
89,184
128,28
167,120
175,80
195,156
166,30
196,72
5,33
58,143
137,158
99,20
27,155
7,162
10,130
139,0
168,85
14,71
20,63
144,193
27,13
104,149
173,114
121,2
143,91
11,157
24,87
192,32
15,15
157,10
63,122
28,36
129,62
43,109
76,107
150,13
31,22
16,87
74,9
81,77
142,14
97,169
168,189
123,8
41,111
157,72
28,51
151,187
45,6
16,48
66,126
158,34
61,154
184,85
21,42
72,11
132,78
150,103
25,80
167,27
156,7
143,38
94,24
58,131
43,16
146,120
60,87
109,183
46,66
195,162
23,141
144,91
60,38
80,152
21,195
194,66
132,40
194,98
117,57
99,183
150,138
104,16
61,167
197,35
7,122
104,8
10,141
4,75
180,196
25,50
81,3
59,193
49,42
168,76
44,171
71,122
147,174
127,114
8,24
41,35
129,31
171,93
192,114
199,65
38,71
64,36
123,172
165,76
41,161
59,166
193,179
46,109
158,55
169,26
16,119
16,52
195,33
5,80
4,107
10,167
25,173
138,79
161,54
70,190
135,14
177,153
131,31
135,3
149,141
194,123
147,165
134,55
112,58
190,47
153,138
96,100
37,199
163,13
15,156
11,24
6,104
151,198
38,54
183,25
23,59
64,133
8,48
166,169
121,94
193,80
122,116
57,31
19,155
110,84
11,52
55,14
150,17
165,87
59,44
183,107
68,61
43,44
160,155
56,171
43,112
13,85
199,94
3,115
137,118
56,17
38,202
156,64
11,58
63,58
103,5
177,186
70,68
59,173
172,75
65,31
123,47
28,100
87,38
114,76
13,147
168,152
167,138
106,106
55,145
111,97
112,74
29,116
151,170
38,42
198,171
60,58
44,128
173,77
114,195
41,21
38,61
150,192
76,23
64,75
122,105
198,165
80,21
98,133
12,28
53,176
81,84
22,21
165,71
193,155
122,88
110,42
117,115
137,22
51,184
82,169
10,144
7,179
199,105
8,44
196,158
163,69
137,135
175,114
12,35
17,191
171,168
83,157
197,126
73,120
45,102
160,5
11,123
97,136
117,39
30,64
121,87
107,144
162,187
140,47
1,58
5,56
154,165
125,131
114,44
173,79
193,33
50,120
161,174
198,58
30,184
84,89
65,5
100,182
32,29
59,4
123,34
189,49
67,67
105,68
23,149
24,52
25,178
64,127
39,1
7,0
11,44
9,176
25,147
28,196
146,53
192,48
32,92
135,126
130,4
191,149
34,84
104,2
173,184
152,52
9,147
169,151
124,77
189,52
141,94
168,155
11,170
24,188
193,30
140,120
35,137
47,15
6,147
174,165
11,12
196,103
5,151
32,196
122,74
53,67
159,39
74,196
1,145
50,170
116,32
192,25
102,46
127,184
42,115
134,87
130,103
93,86
9,192
20,30
13,178
160,54
171,136
44,113
148,161
89,176
57,94
133,11
23,82
64,105
30,131
188,136
172,146
154,110
28,134
168,77
121,81
41,10
175,19
147,67
7,147
158,149
127,91
28,133
161,34
4,189
81,62
63,48
67,20
132,33
152,156
76,78
177,158
196,13
90,49
85,190
3,178
104,51
149,52
101,56
65,22
144,17
53,155
145,68
177,14
89,5
135,160
168,200
122,103
34,122
31,24
104,144
126,137
174,12
45,49
64,10
14,166
105,175
99,141
61,139
72,164
172,5
35,107
24,65
9,7
164,145
46,201
119,116
135,44
64,25
51,54
104,91
182,151
175,14
96,199
88,176
147,44
196,0
13,175
59,143
17,6
149,135
189,53
56,124
65,123
137,172
63,177
168,94
143,193
11,80
136,59
106,121
142,65
0,119
167,42
139,121
27,141
151,0
51,192
36,68
68,2
156,11
44,14
141,92
22,179
55,115
121,149
171,53
128,65
62,73
165,55
66,171
157,56
194,185
83,4
90,147
15,160
38,110
44,6
98,139
35,3
196,57
178,126
42,61
75,94
20,80
96,63
178,187
73,105
45,167
122,150
24,80
161,63
185,200
132,74
170,166
31,38
71,178
94,10
21,151
171,89
45,111
57,179
163,171
103,159
145,97
103,101
174,31
146,201
13,155
2,6
37,137
16,60
90,8
52,65
37,71
115,11
9,3
33,51
174,199
167,59
2,61
99,127
112,181
117,128
95,9
103,26
4,21
83,23
105,7
189,102
93,50
93,12
83,70
125,93
59,127
9,112
63,169
174,136
142,46
56,15
182,101
19,161
191,107
29,154
161,14
0,145
63,41
5,104
172,63
163,108
186,169
129,131
78,80
65,165
93,47
54,112
111,142
106,44
165,124
163,138
46,161
18,158
66,191
78,117
100,40
173,10
144,67
66,79
189,138
26,125
29,187
82,15
33,130
66,92
198,159
76,189
145,6
188,87
62,59
39,199
75,184
196,119
180,116
143,13
36,200
111,170
184,68
56,154
132,98
125,104
118,21
164,161
94,36
175,121
128,198
152,32
35,186
126,73
190,71
80,9
160,153
147,177
146,74
180,167
134,40
30,151
132,134
155,46
144,81
67,154
113,143
117,66
76,76
161,73
5,130
36,142
150,202
119,105
180,198
68,185
48,51
96,13
16,32
48,153
22,58
9,135
52,88
182,152
38,152
34,136
42,46
146,58
170,127
117,22
169,147
110,2
183,105
194,131
58,51
197,60
144,187
100,55
98,82
55,99
174,174
58,141
23,118
10,99
76,105
32,177
54,145
189,188
118,3
11,113
170,192
101,99
21,193
73,81
172,131
30,119
34,148
75,79
187,150
0,124
35,147
53,69
186,34
30,144
32,49
190,161
113,94
106,4
25,140
81,124
196,201
184,26
63,148
179,143
194,141
27,118
196,86
56,38
162,46
2,16
134,88
84,135
142,172
99,167
88,196
155,155
140,69
191,4
87,57
9,16
102,110
54,183
145,201
183,131
155,39
57,97
108,138
127,177
152,199
130,5
171,131
143,88
144,51
68,179
7,164
132,135
34,14
106,18
198,52
69,65
4,52
114,192
86,117
132,61
142,187
66,179
135,127
109,187
13,126
115,121
136,66
59,47
157,3
121,66
97,9
51,32
110,116
185,47
157,187
104,110
72,127
161,71
159,97
8,35
87,178
40,22
142,27
5,5
90,141
3,74
68,82
122,6
13,128
167,127
148,177
67,136
14,67
176,62
190,150
133,10
45,181
165,159
4,138
130,133
185,157
196,181
192,146
166,176
124,68
57,141
32,5
22,66
28,153
41,142
193,16
29,122
78,10
146,112
62,127
156,193
161,8
146,47
142,61
40,188
148,150
57,117
17,127
31,198
80,73
144,152
113,6
38,164
148,148
63,19
43,100
193,8
69,104
57,26
44,179
131,175
197,189
55,5
164,13
170,93
86,114
54,31
119,159
50,117
138,34
15,184
30,0
17,29
22,38
56,139
34,159
196,96
132,39
22,83
120,66
9,63
118,163
27,67
141,13
116,174
72,186
44,68
33,181
49,178
9,189
69,114
112,119
22,163
147,190
92,146
162,26
39,145
181,38
21,102
147,58
166,61
138,32
85,34
14,40
40,195
192,195
132,17
118,24
86,74
26,162
16,19
151,154
66,155
138,172
129,116
35,104
108,150
37,183
29,190
141,8
182,149
8,130
190,19
146,75
33,171
114,12
172,195
134,138
175,202
13,150
84,21
85,199
98,57
73,30
58,25
36,57
147,9
99,67
20,11
189,123
98,29
167,126
123,151
71,182
87,100
22,53
19,40
49,49
156,57
66,174
173,57
12,22
182,174
169,91
90,67
64,136
59,3
18,51
194,35
82,23
170,154
140,198
172,50
198,197
176,70
92,159
140,137
95,102
6,61
134,185
85,24
52,122
53,162
163,187
154,11
38,146
126,0
118,116
125,115
178,143
154,26
32,71
154,5
15,47
68,171
178,188
10,147
128,9
103,147
99,97
96,110
18,23
14,53
9,117
197,113
66,193
127,2
7,78
64,21
35,124
42,174
66,172
172,164
136,155
120,48
191,121
175,37
59,5
72,103
168,176
87,131
91,48
163,181
134,131
28,89
22,33
122,159
121,186
165,186
73,5
89,58
169,183
112,83
178,138
94,146
21,40
78,152
193,160
148,152
21,101
180,135
147,199
118,173
65,56
81,173
37,169
42,107
196,8
65,16
53,92
126,63
35,33
34,43
185,154
18,140
147,72
152,129
77,19
169,73
25,38
30,37
125,97
79,61
15,42
51,190
145,127
32,113
177,25
143,162
41,107
136,170
124,178
197,27
151,16
129,134
164,114
40,166
131,103
56,145
179,54
147,135
193,142
164,84
80,67
62,3
137,6
163,103
61,61
136,140
194,29
7,13
177,146
187,74
123,24
75,175
64,0
68,75
41,24
186,15
146,30
178,153
175,34
4,11
112,0
112,35
187,57
58,79
170,27
168,198
174,78
169,146
30,142
39,166
35,200
98,96
172,37
7,39
2,124
176,135
122,34
54,29
156,47
151,152
191,95
58,15
9,98
134,156
132,183
11,89
49,15
33,3
186,166
50,150
30,95
22,94
98,199
19,181
160,175
84,58
173,119
178,172
148,122
5,53
66,82
167,178
181,109
174,36
58,62
6,93
159,167
138,100
129,9
20,66
160,8
195,91
83,82
163,21
26,31
186,53
114,77
96,166
3,166
114,115
87,66
137,182
8,201
82,141
97,55
95,147
196,51
113,151
169,144
65,127
58,114
106,163
81,4
90,178
144,28
105,87
3,116
68,36
9,196
113,98
132,180
53,58
193,12
51,67
60,77
93,116
119,84
19,169
144,62
64,137
58,82
168,37
132,14
143,121
66,4
187,35
167,53
116,1
148,76
43,155
65,67
31,95
59,84
35,48
55,52
9,159
158,151
196,111
89,62
17,78
38,180
63,106
96,188
87,189
132,151
174,119
46,42
77,191
167,180
197,180
23,16
160,59
90,77
155,45
9,164
1,158
138,56
57,8
54,41
64,160
75,134
110,125
5,69
2,115
106,201
120,121
14,192
186,184
34,58
177,202
15,40
174,149
197,42
105,37
1,72
185,3
1,10
166,120
167,65
126,194
28,176
97,77
102,34
71,185
97,42
11,185
169,35
192,66
44,161
24,20
72,84
31,80
102,162
183,14
188,73
93,149
42,163
145,18
20,138
122,7
181,103
61,22
47,44
127,199
55,132
181,67
12,36
166,48
8,181
59,45
7,50
72,35
136,128
106,159
185,124
33,97
103,201
115,197
35,70
53,149
139,76
113,122
93,36
53,134
29,199
137,178
25,145
14,116
164,150
181,33
158,37
136,25
131,43
3,125
114,99
26,165
97,105
1,71
107,161
127,11
33,175
100,110
3,159
6,112
60,143
62,197
100,128
57,134
20,8
82,34
19,132
25,192
71,69
177,180
14,82
35,189
101,20
187,53
169,24
60,56
76,70
19,201
33,18
189,100
195,54
64,78
129,128
198,119
155,0
181,183
86,26
111,177
33,93
129,41
129,67
19,55
176,57
121,45
85,169
65,54
8,82
66,189
4,198
9,90
61,94
170,108
21,201
77,86
18,1
30,17
57,55
154,51
132,32
81,17
41,165
172,76
146,21
156,196
19,54
139,4
50,122
135,19
161,103
101,134
9,150
166,64
33,159
7,79
17,61
145,15
110,83
116,10
8,42
165,54
11,93
175,28
67,200
2,28
31,158
185,168
106,52
75,186
98,196
173,133
50,19
151,35
121,124
176,176
8,156
158,96
146,161
136,183
26,196
106,81
78,145
138,198
139,175
56,70
40,8
97,198
73,83
15,88
55,171
174,35
151,46
79,136
147,73
31,49
164,192
173,38
59,134
189,154
39,53
72,8
34,117
73,65
41,170
153,84
17,123
94,120
76,179
189,43
7,97
17,8
45,198
189,30
79,193
189,136
140,66
122,26
84,62
28,60
15,105
142,68
33,32
104,102
80,130
151,33
166,114
47,66
95,201
27,16
185,132
177,130
125,83
25,128
147,93
100,50
167,91
120,162
145,0
28,96
178,59
145,65
4,128
48,119
177,26
182,3
196,67
40,85
85,183
168,28
29,97
26,160
198,121
120,194
140,200
134,3
192,71
32,6
37,106
57,128
73,176
153,80
162,180
188,89
149,156
8,68
196,194
139,34
43,127
44,131
100,169
109,5
45,11
177,174
91,46
194,193
49,22
154,98
157,17
158,150
139,123
150,60
163,22
149,196
80,82
123,162
40,179
154,161
59,72
28,38
56,16
137,144
169,154
57,157
121,196
191,3
25,51
12,87
170,193
101,110
156,62
73,189
53,33
0,166
43,28
74,117
69,95
150,45
83,67
57,42
182,4
108,181
175,26
66,163
195,166
45,160
47,64
5,2
150,39
56,56
13,197
6,81
10,23
2,59
65,107
75,173
143,11
37,141
196,188
9,60
173,27
50,174
50,149
50,46
134,73
182,25
100,22
151,150
5,167
56,34
198,164
57,4
28,141
77,20
86,69
10,118
59,189
129,191
10,88
36,161
62,14
167,130
25,170
84,178
102,23
97,195
42,102
189,178
134,20
150,63
58,174
159,78
117,95
6,0
45,2
153,184
153,46
86,111
112,144
137,17
180,168
150,194
186,52
128,122
152,29
155,185
72,152
127,130
173,202
47,190
39,67
195,78
43,49
163,119
5,42
22,45
62,154
181,145
113,185
189,125
148,66
158,131
35,123
121,125
141,157
12,20
49,170
43,85
30,166
69,60
118,35
140,4
68,151
71,70
159,184
7,17
46,58
170,118
136,164
166,188
17,89
193,184
74,61
55,98
1,123
14,64
185,146
69,1
145,86
45,141
43,69
24,191
21,138
10,84
173,111
39,33
16,138
46,173
9,160
92,95
89,13
132,37
107,164
124,185
40,143
192,118
113,15
61,42
12,11
23,85
51,63
153,82
156,133
145,186
171,119
25,73
131,174
60,193
47,178
3,67
175,170
122,47
114,152
102,195
8,137
43,126
175,46
85,121
86,42
80,111
186,164
138,47
123,126
56,48
142,101
156,16
65,188
179,103
127,78
108,106
90,29
94,44
33,66
143,114
120,95
114,110
74,74
109,176
4,200
91,114
193,11
126,83
13,135
34,34
40,194
102,111
189,37
104,199
132,106
44,96
173,23
88,60
102,155
157,184
131,59
68,132
20,14
3,121
180,189
71,132
22,135
0,97
10,95
101,23
183,28
32,37
186,138
4,175
136,19
132,140
146,198
89,81
56,75
53,25
1,33
140,92
44,189
116,111
150,183
118,144
188,131
71,104
118,9
13,25
122,133
82,71
14,65
137,72
41,78
172,130
111,180
95,52
27,35
72,162
137,75
185,0
131,23
106,195
0,94
20,71
140,111
11,97
73,3
73,113
23,8
42,171
53,81
6,138
194,146
186,140
140,129
172,83
83,25
90,39
60,21
110,61
199,114
139,190
70,197
196,65
91,18
186,8
57,139
58,186
52,80
174,159
176,166
25,41
120,69
6,17
190,165
156,154
171,71
174,114
108,49
91,121
198,5
69,67
24,15
2,19
14,73
107,127
124,147
42,165
131,9
163,105
12,38
62,131
128,148
54,92
156,194
46,155
142,4
132,137
193,99
9,1
173,161
148,154
127,81
120,98
165,1
102,74
41,8
148,12
184,2
179,183
134,76
111,137
131,201
135,66
117,122
198,36
146,121
182,179
133,141
83,115
26,151
142,165
21,22
165,187
52,177
196,52
67,104
60,95
187,63
43,94
114,167
129,22
20,16
6,139
134,50
56,136
6,13
114,5
178,165
173,175
7,170
38,147
146,44
65,23
124,150
14,185
91,134
152,46
166,184
42,50
25,56
159,148
170,3
47,170
75,38
110,14
53,80
136,94
14,164
188,69
5,50
153,148
194,137
44,36
162,0
190,93
134,15
199,133
102,167
161,159
140,53
83,3
172,42
160,190
91,8
58,112
29,37
47,39
178,117
33,131
174,163
31,52
135,36
96,182
10,24
79,199
121,34
66,22
7,154
25,202
99,43
11,197
22,60
146,31
58,196
167,74
48,106
7,174
71,26
122,201
35,37
52,2
185,167
133,122
2,87
112,81
185,30
156,66
33,145
120,58
145,131
133,31
82,19
157,58
15,118
124,108
49,201
54,10
157,114
136,89
57,148
140,93
17,12
151,34
150,121
2,43
143,33
158,2
14,56
115,31
139,148
64,189
56,25
40,35
8,182
41,14
100,135
4,82
190,139
115,143
41,53
99,133
121,121
100,30
18,18
51,71
158,111
2,91
154,79
162,5
75,121
172,129
177,21
128,177
114,125
88,111
86,122
125,50
24,33
171,88
171,190
36,109
123,51
163,33
170,67
37,153
77,103
162,122
35,184
186,64
94,64
173,2
132,162
52,90
41,15
124,199
187,128
169,97
51,2
113,38
33,24
94,160
123,186
115,179
52,23
81,133
116,36
124,73
196,27
137,29
158,197
167,57
48,25
188,116
16,172
93,124
173,195
160,56
4,188
77,36
130,0
134,157
124,118
20,139
16,193
22,176
116,24
12,71
187,121
153,161
61,113
9,140
162,138
68,198
24,124
151,66
136,202
171,121
131,54
30,110
16,17
51,149
117,194
86,134
172,35
177,115
190,158
97,10
35,106
22,171
149,7
7,138
74,28
67,61
49,89
146,183
59,177
25,11
56,156
69,139
3,175
44,61
186,3
64,164
22,201
133,151
62,39
20,129
74,182
176,0
195,188
20,56
69,179
198,31
134,43
108,25
49,73
19,26
30,63
149,143
19,105
50,7
195,80
92,6
57,39
159,98
151,141
130,115
19,128
97,45
93,118
49,161
34,170
44,202
117,136
18,170
177,53
175,12
64,115
128,17
191,116
4,171
3,12
67,192
91,118
85,95
9,72
176,18
68,122
132,156
68,169
30,28
154,59
166,106
120,106
114,150
111,94
61,147
158,161
0,5
106,124
199,11
189,171
138,67
36,39
21,104
35,170
159,42
196,56
151,13
16,94
37,142
17,122
94,105
197,174
23,58
70,199
12,160
45,165
77,10
129,151
177,75
169,8
119,90
188,88
12,167
12,196
0,9
178,181
6,135
82,185
2,83
88,80
39,28
45,173
28,12
32,161
126,193
186,183
10,128
141,173
169,60
101,1
114,145
173,21
105,150
166,89
34,56
116,76
17,104
52,74
97,1
169,148
30,152
43,23
97,131
169,182
124,12
158,101
94,62
15,71
194,38
33,137
173,172
180,56
26,15
146,143
123,104
49,148
161,50
48,26
0,4
88,189
151,22
53,97
144,147
135,95
52,51
107,59
157,152
57,194
116,192
193,20
29,121
102,63
184,107
79,196
122,119
89,161
160,183
62,123
131,118
151,110
51,157
29,197
76,22
53,65
149,138
184,56
110,185
136,117
7,129
116,137
56,40
113,194
63,65
72,118
41,19
184,120
58,167
8,91
90,13
178,171
25,79
88,38
168,62
97,164
70,175
151,200
72,125
107,3
44,10
12,130
10,42
92,64
103,47
70,118
135,71
133,187
196,126
167,121
26,142
178,39
199,158
147,139
132,10
195,28
145,63
33,154
137,41
37,38
146,14
130,38
81,69
124,63
150,147
185,10
163,168
135,181
94,167
75,5
195,74
142,40
176,89
100,75
18,181
69,92
139,11
182,92
90,63
189,150
113,23
39,151
121,114
149,117
17,55
151,45
68,184
135,83
154,6
95,162
162,107
87,22
153,6
64,130
34,134
170,176
28,81
164,51
75,131
87,86
102,186
24,86
19,131
107,139
179,194
152,55
50,184
101,41
154,2
114,94
63,104
150,191
138,163
96,79
161,32
107,174
190,4
20,194
144,153
102,98
166,22
112,128
47,90
62,173
14,140
195,160
139,31
66,169
72,141
158,193
6,144
7,62
176,193
162,191
109,33
187,159
149,47
75,17
163,199
74,60
139,21
156,190
21,63
135,52
120,147
65,85
4,157
112,202
4,127
108,129
151,50
195,66
14,77
183,117
64,63
11,54
38,25
165,72
9,47
70,34
0,70
65,140
128,187
54,140
131,145
128,172
197,74
38,24
151,23
113,202
104,44
41,176
12,185
167,44
133,179
104,64
111,112
180,115
183,73
74,119
193,156
32,150
131,143
72,1
171,175
28,59
85,113
158,49
52,84
48,40
137,154
120,10
100,172
192,86
4,59
55,179
190,101
36,74
93,60
32,45
46,36
24,40
133,117
135,114
156,130
109,32
68,152
67,150
128,34
114,3
69,76
115,88
139,61
112,134
187,20
91,63
38,35
45,52
21,58
143,186
79,72
12,132
49,154
31,32
104,66
197,47
130,191
199,183
119,184
81,10
74,33
138,45
150,7
29,78
71,23
136,80
80,19
19,16
56,98
135,188
108,1
109,29
14,117
127,62
122,91
148,139
79,74
144,87
28,132
141,151
49,139
117,24
100,8
93,160
49,90
21,43
3,8
152,63
195,183
157,186
117,13
175,126
187,22
123,44
139,140
29,134
54,127
54,155
89,196
19,147
27,182
193,133
146,90
52,176
66,176
168,142
38,154
158,70
29,1
57,154
185,116
100,108
11,196
80,181
162,135
50,151
186,142
196,113
181,86
77,150
76,151
8,141
167,124
126,79
58,113
98,108
29,35
26,14
168,27
151,54
70,25
54,25
19,199
60,53
125,165
71,38
56,194
179,33
1,177
168,168
34,30
142,123
42,16
102,120
192,122
88,31
50,32
83,191
158,33
176,26
141,55
14,32
181,43
38,107
69,83
141,156
37,182
23,67
24,53
141,152
158,47
38,20
103,11
146,54
179,180
183,85
88,175
98,197
178,54
155,193
142,29
31,127
169,202
172,24
1,156
118,15
49,50
154,157
60,54
191,174
57,142
157,176
176,28
77,15
171,56
56,133
187,138
17,38
57,85
160,147
101,80
179,9
36,180
20,37
120,192
144,48
185,115
143,44
162,9
148,24
48,20
67,198
189,134
156,152
173,105
81,154
162,52
17,72
188,142
33,157
42,100
161,51
64,35
113,19
